iter	Accuracy	MultiClass
140	0.9887229726	0.04885128627
141	0.9887960814	0.04859941437
142	0.9889422989	0.04839271633
143	0.9889605761	0.0482094307
144	0.989143348	0.04794674974
145	0.9891799024	0.04780171238
146	0.9892895656	0.04759520751
147	0.9892895656	0.04747459377
148	0.9894175059	0.0472795836
149	0.9894175059	0.04711133075
150	0.9895820006	0.04688757486
151	0.989527169	0.04671727736
152	0.9895454462	0.04657977532
153	0.9896551094	0.04642040623
154	0.9897464953	0.04626208824
155	0.9898013269	0.04608689132
156	0.9897830497	0.0458448741
157	0.9897647725	0.04572324796
158	0.9898744357	0.04558757843
159	0.9898561585	0.04545823186
160	0.990002376	0.04522670737
161	0.9901120392	0.04506023163
162	0.9901303164	0.04492683412
163	0.9902765339	0.04461578277
164	0.9903130883	0.04434600904
165	0.9902765339	0.04423089214
166	0.9903679199	0.0441149855
167	0.9904958602	0.04401315157
168	0.9905141374	0.04388545462
169	0.9909162356	0.04363354603
170	0.9908979584	0.04344492271
171	0.9909345128	0.04333757958
172	0.9910990075	0.04318699873
173	0.991044176	0.0430287887
174	0.9911538391	0.04278784414
175	0.9913183339	0.04265813974
176	0.9912086707	0.04257290589
177	0.9912817795	0.04240985851
178	0.9913914426	0.04226903448
179	0.9914645514	0.04205315637
180	0.9913548882	0.04187415042
181	0.9913914426	0.0416582029
182	0.9914462742	0.0415501291
183	0.9915376602	0.0414277582
184	0.991519383	0.04133771672
185	0.9915742145	0.04111628716
186	0.9916473233	0.04099783447
187	0.9915742145	0.04081201427
188	0.9916656005	0.04055584282
189	0.9917021549	0.04040181191
190	0.9917387093	0.04027626497
191	0.9918849268	0.04017392836
192	0.9919214812	0.04006416864
193	0.9920311443	0.03992425247
194	0.9919763128	0.03982943962
195	0.9920494215	0.0397258251
196	0.9920859759	0.03955024523
197	0.9921956391	0.03942157786
198	0.9921225303	0.03931477063
199	0.9922321934	0.03921863338
200	0.9922687478	0.03909472908
201	0.9923418566	0.03902898981
202	0.9921590847	0.03880693373
203	0.9921408075	0.03872290833
204	0.9921225303	0.03863276555
205	0.9921956391	0.03851266968
206	0.9923601338	0.03838708821
207	0.9923235794	0.03817560908
208	0.9922687478	0.03806165664
209	0.992287025	0.03795864368
210	0.9923966882	0.03782788748
211	0.9924332426	0.03771327045
212	0.9925977373	0.03758797427
213	0.9928170636	0.03745307126
214	0.9927074004	0.03737803987
215	0.992762232	0.03724729591
216	0.9928353408	0.03715277746
217	0.9929267267	0.03703248902
218	0.9928718952	0.03691181573
219	0.9929084495	0.03677402295
220	0.9931094987	0.03663268167
221	0.9930912215	0.03649004719
222	0.993146053	0.03644834651
223	0.9931277758	0.03633066169
224	0.9931277758	0.0362752624
225	0.9932557162	0.03618563008
226	0.9933471022	0.0360876794
227	0.9932922706	0.03599291886
228	0.9932191618	0.03594915893
229	0.9933105478	0.03589159271
230	0.9934384881	0.03577679478
231	0.9935847056	0.03567918332
232	0.9936943688	0.03551209991
233	0.9936578144	0.0353312518
234	0.9936395372	0.03521740799
235	0.9938040319	0.03515451842
236	0.9939319723	0.03505076395
237	0.9939136951	0.03491974143
238	0.9938223091	0.03482682709
239	0.9938588635	0.03474520448
240	0.9939685267	0.03464036645
241	0.9939685267	0.03457546992
242	0.9940416354	0.03450260716
243	0.9940050811	0.03443091165
244	0.9939868039	0.03424138807
245	0.9939868039	0.0341021065
246	0.9939868039	0.03402499504
247	0.9940416354	0.03391773747
248	0.9940599126	0.03386017851
249	0.994096467	0.03375777858
250	0.9941330214	0.03369250137
251	0.994187853	0.03362291018
252	0.994096467	0.03354246099
253	0.9942426846	0.03338705628
254	0.9941695758	0.03331518805
255	0.9942244074	0.03323320999
256	0.9942975161	0.03315396638
257	0.9944071793	0.03302498618
258	0.9943340705	0.03297019236
259	0.9944437337	0.03291238801
260	0.9944254565	0.03288608496
261	0.9944985652	0.03274804483
262	0.9945168424	0.03266470696
263	0.994571674	0.03259487057
264	0.9945351196	0.03251754648
265	0.994571674	0.03244255504
266	0.994571674	0.03237406843
267	0.9946265056	0.03226304433
268	0.9946082284	0.03219588231
269	0.9945899512	0.03210261882
270	0.9946996144	0.03202454441
271	0.9946447828	0.03192662987
272	0.9946813372	0.03182542
273	0.9947544459	0.03172636828
274	0.9949006635	0.03165715237
275	0.9949372178	0.03159655441
276	0.9948458319	0.03153535469
277	0.9948275547	0.03146955535
278	0.9948641091	0.03142583127
279	0.9949372178	0.03133923055
280	0.9948458319	0.03129765617
281	0.9949372178	0.0312375755
282	0.9949372178	0.03116539188
283	0.995046881	0.03105579597
284	0.995046881	0.03096048042
285	0.9951565441	0.03087798202
286	0.9951017126	0.03081917863
287	0.9951748213	0.03074576958
288	0.9952113757	0.03068114173
289	0.9952662073	0.03063094636
290	0.9952113757	0.03054460562
291	0.9952662073	0.03045918336
292	0.9952844845	0.03042937067
293	0.9952844845	0.03037924481
294	0.9952844845	0.03029364723
295	0.9953027617	0.03019860403
296	0.9952844845	0.03010977458
297	0.9953027617	0.03003672411
298	0.9953393161	0.0299970342
299	0.9953393161	0.02994699682
300	0.9953758705	0.02988360413
301	0.9953393161	0.02982857553
302	0.9954124248	0.029797349
303	0.9954489792	0.02973078755
304	0.9954672564	0.02967485417
305	0.9955403652	0.02952635589
306	0.9955403652	0.02939104768
307	0.9955586424	0.02935788995
308	0.9955403652	0.02930527609
309	0.9955951968	0.02925577754
310	0.9955769196	0.02922385971
311	0.9956500283	0.02917088343
312	0.9956134739	0.02914276132
313	0.9956500283	0.02909952621
314	0.9956500283	0.02904702998
315	0.9956865827	0.02895139546
316	0.9957231371	0.02886120449
317	0.9958145231	0.02880323764
318	0.9958328002	0.02870648639
319	0.9958328002	0.02866054956
320	0.9958145231	0.02857326191
321	0.9957779687	0.02854290689
322	0.9958328002	0.02850749838
323	0.9958145231	0.02846319549
324	0.9957962459	0.02840831969
325	0.9958693546	0.02830688802
326	0.9959424634	0.02822022722
327	0.9959241862	0.02820273292
328	0.9959424634	0.02814373522
329	0.9959424634	0.02809321808
330	0.9958876318	0.02806092256
331	0.9960155722	0.02800110309
332	0.9962531757	0.02796134959
333	0.9961617897	0.02789555495
334	0.9961800669	0.02785531756
335	0.9962166213	0.02781556127
336	0.9962714529	0.02777692644
337	0.99628973	0.02771535103
338	0.9963628388	0.02767400626
339	0.996381116	0.02763113125
340	0.9964176704	0.02756615925
341	0.9964176704	0.02753237493
342	0.9963993932	0.02742319915
343	0.9964176704	0.02735455815
344	0.9964176704	0.02729163977
345	0.9964176704	0.02718623235
346	0.9964359476	0.02713799047
347	0.9964176704	0.0270998189
348	0.9963993932	0.02706029575
349	0.9964907792	0.02698078937
350	0.996472502	0.02695257851
351	0.9965090563	0.02692275819
352	0.9965456107	0.02687920913
353	0.9965456107	0.02681957394
354	0.9966187195	0.02678604874
355	0.9965821651	0.02675377202
356	0.9965638879	0.02669993594
357	0.9965821651	0.02663456743
358	0.9965273335	0.02660645074
359	0.9965638879	0.02655087944
360	0.9965821651	0.02649987747
361	0.9966369967	0.02635937916
362	0.9968197686	0.02626385149
363	0.9967832142	0.02622880545
364	0.9968746002	0.02617937765
365	0.9969294318	0.02610728713
366	0.9969111546	0.02607788742
367	0.9968928774	0.02603613925
368	0.9969294318	0.02594316747
369	0.996856323	0.02589746299
370	0.9968380458	0.02586349857
371	0.9969294318	0.02581805064
372	0.9968380458	0.02576934037
373	0.9968746002	0.02570462067
374	0.9969294318	0.0256471404
375	0.9969294318	0.02559647972
376	0.9969111546	0.02550549544
377	0.9968928774	0.02549315969
378	0.9968746002	0.02546797657
379	0.9968746002	0.02543549023
380	0.996856323	0.02539664527
381	0.996947709	0.02534441131
382	0.9970025405	0.02529109328
383	0.996947709	0.02526147395
384	0.9968746002	0.0252060508
385	0.9969294318	0.02516619951
386	0.9969294318	0.02506096495
387	0.9969659861	0.02497146968
388	0.9969842633	0.02488015017
389	0.9970390949	0.02480920559
390	0.9970939265	0.02477583518
391	0.9970939265	0.02473496122
392	0.9970573721	0.02470650943
393	0.9970573721	0.02462655941
394	0.9971304809	0.02457615244
395	0.9971304809	0.02447877258
396	0.9970939265	0.02445409886
397	0.9971304809	0.02440793175
398	0.9971122037	0.02437827957
399	0.9971122037	0.02433905535
400	0.9971304809	0.02431058559
401	0.9970756493	0.02427567622
402	0.9970573721	0.02421483187
403	0.9970939265	0.02418924087
404	0.9971670353	0.02412911626
405	0.9971122037	0.02409697806
406	0.9971304809	0.02405375301
407	0.9971487581	0.02402780943
408	0.9971487581	0.02399453076
409	0.9971670353	0.02395929258
410	0.9971670353	0.02391172469
411	0.9972035896	0.02387330351
412	0.9972218668	0.0237918125
413	0.9972218668	0.02376445663
414	0.9972035896	0.02372068119
415	0.9971853124	0.02366768637
416	0.9971670353	0.02361757268
417	0.9971853124	0.02358923637
418	0.997240144	0.02354058977
419	0.997240144	0.0234357239
420	0.9972584212	0.02341215777
421	0.997240144	0.02335793663
422	0.9972035896	0.02332525723
423	0.997240144	0.0232975804
424	0.9972035896	0.02323597969
425	0.9972584212	0.02315681989
426	0.9973132528	0.02311779628
427	0.99733153	0.0230772693
428	0.99733153	0.02304429531
429	0.9972766984	0.02298916235
430	0.9972766984	0.02297007471
431	0.9972584212	0.02294063703
432	0.9972949756	0.02289672351
433	0.9972584212	0.02286569361
434	0.9972949756	0.02283501813
435	0.9972949756	0.02280985427
436	0.9973132528	0.02277502958
437	0.9973498072	0.02274180361
438	0.9973132528	0.0227165326
439	0.9972949756	0.02269689703
440	0.9972766984	0.02266735432
441	0.9972766984	0.02262660941
442	0.9973132528	0.02258435662
443	0.9973680844	0.02253223561
444	0.9973680844	0.02250449428
445	0.9973680844	0.02247279923
446	0.9973863616	0.02245857319
447	0.9973680844	0.02243023609
448	0.99733153	0.02236286249
449	0.99733153	0.02229533938
450	0.9973498072	0.022274565
451	0.9974046388	0.02223288841
452	0.9974229159	0.0221986293
453	0.9974229159	0.02215462013
454	0.9974229159	0.02211872658
455	0.9974777475	0.02209102165
456	0.9974229159	0.02204838929
457	0.9974411931	0.02200057416
458	0.9974594703	0.02195740446
459	0.9974960247	0.02191518124
460	0.9975325791	0.0218796973
461	0.9975508563	0.02185888475
462	0.9975874107	0.02182060585
463	0.9975691335	0.02174605018
464	0.9975874107	0.02171859421
465	0.9976056879	0.02168135991
466	0.9976056879	0.02167029916
467	0.9976056879	0.0216422449
468	0.9975874107	0.02161034153
469	0.9975325791	0.02157705561
470	0.9975143019	0.02151851173
471	0.9975143019	0.02148820958
472	0.9975143019	0.02146838544
473	0.9975143019	0.02143729236
474	0.9975325791	0.02142712876
475	0.9975325791	0.02140802867
476	0.9975325791	0.02139031422
477	0.9975691335	0.02134410219
478	0.9975691335	0.02127264304
479	0.9976056879	0.02122553195
480	0.9976056879	0.02118833061
481	0.9976422422	0.02115096585
482	0.9976422422	0.02111313149
483	0.9976239651	0.02109143629
484	0.9976239651	0.02105060302
485	0.9976605194	0.0210120118
486	0.9976787966	0.02098745883
487	0.9976970738	0.02094749641
488	0.9976787966	0.02092791635
489	0.9976970738	0.02087026846
490	0.9976970738	0.02083907263
491	0.997715351	0.02081505524
492	0.9976970738	0.02078014383
493	0.9976605194	0.0207439228
494	0.9976605194	0.0207237292
495	0.9976970738	0.02069696331
496	0.997715351	0.0206770621
497	0.9976970738	0.02062163146
498	0.9976970738	0.02060578016
499	0.9977519054	0.02056857916
