time_of_info,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y
5970,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1
5970,1,0,3,9,0,0,0,0,0,0,0,0,0,1,0,1
5970,14,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2
5980,1,10,0,3,0,0,0,0,0,0,0,0,0,0,1,2
5980,0,1,14,2,0,0,0,0,0,0,0,0,0,0,1,1
5980,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1
5980,2,0,6,9,0,0,0,2,0,0,0,0,0,0,1,1
5980,13,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
5990,1,10,0,3,0,0,0,0,0,0,0,0,0,0,1,2
5990,0,1,13,2,0,0,0,0,0,0,0,0,0,0,1,1
5990,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2
5990,1,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1
5990,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6000,2,10,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6000,0,2,9,1,0,0,0,0,0,0,0,0,0,0,1,1
6000,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,2
6000,2,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1
6000,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6010,2,11,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6010,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,1
6010,2,5,1,2,0,0,0,0,0,0,0,0,0,1,0,2
6010,2,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1
6010,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6020,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6020,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6020,1,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2
6020,1,0,3,9,0,0,0,0,0,0,0,0,0,1,0,1
6020,10,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6030,1,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6030,0,1,14,4,0,0,0,0,0,0,0,0,0,0,1,1
6030,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2
6030,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1
6030,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6040,2,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6040,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6040,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2
6040,2,0,4,11,0,0,0,0,0,0,0,0,0,0,1,1
6040,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6050,2,11,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6050,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6050,2,4,1,3,0,0,0,0,0,0,0,0,0,1,0,2
6050,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,1
6050,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6060,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6060,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6060,2,3,1,3,0,0,0,0,0,0,0,0,0,1,0,2
6060,1,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
6060,13,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6070,2,6,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6070,0,1,14,2,0,0,0,0,0,0,0,0,0,1,0,1
6070,2,4,1,3,0,0,0,0,0,0,0,0,0,1,0,2
6070,1,0,3,11,0,0,0,0,0,0,0,0,0,1,0,1
6070,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6080,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6080,0,2,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6080,1,4,2,2,0,0,0,0,0,0,0,0,0,0,1,2
6080,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1
6080,11,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6090,2,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6090,0,3,13,2,0,0,0,0,0,0,0,0,0,0,1,1
6090,1,4,3,4,0,0,0,0,0,0,0,0,0,0,1,1
6090,1,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1
6090,14,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6100,2,7,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6100,0,1,12,2,0,0,0,0,0,0,0,0,0,1,0,1
6100,1,3,3,4,0,0,0,0,0,0,0,0,0,1,0,1
6100,1,0,3,9,0,0,0,0,0,0,0,0,0,1,0,1
6100,14,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2
6110,1,6,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6110,0,1,13,3,0,0,0,0,0,0,0,0,0,1,0,1
6110,1,3,3,4,0,0,0,0,0,0,0,0,0,1,0,1
6110,1,0,2,9,0,0,0,0,0,0,0,0,0,1,0,1
6110,11,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2
6120,2,6,0,2,0,0,0,0,0,0,0,0,0,0,1,2
6120,0,2,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6120,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1
6120,1,0,2,10,0,0,0,0,0,0,0,0,0,0,1,1
6120,10,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2
6130,2,6,0,3,0,0,0,0,0,0,0,0,0,0,1,2
6130,0,5,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6130,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1
6130,2,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1
6130,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6140,3,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6140,0,5,12,1,0,0,0,0,0,0,0,0,0,0,1,1
6140,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1
6140,3,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1
6140,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6150,4,9,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6150,0,3,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6150,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,1
6150,3,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1
6150,14,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6160,2,8,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6160,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6160,1,3,3,2,0,0,0,0,0,0,0,0,0,1,0,1
6160,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,1
6160,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6170,2,7,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6170,0,2,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6170,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1
6170,1,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1
6170,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6180,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6180,0,3,14,5,0,0,0,0,0,0,0,0,0,0,1,1
6180,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1
6180,1,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1
6180,14,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6190,4,9,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6190,0,2,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6190,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1
6190,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,1
6190,14,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6200,3,11,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6200,0,2,14,2,0,0,0,0,0,0,0,0,0,1,0,1
6200,2,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1
6200,2,0,3,8,0,0,0,0,0,0,0,0,0,1,0,1
6200,14,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2
6210,1,10,0,2,0,0,0,0,0,0,0,0,0,0,1,2
6210,0,2,14,4,0,0,0,0,0,0,0,0,0,0,1,1
6210,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1
6210,1,0,5,10,0,0,0,0,0,0,0,0,0,0,1,1
6210,12,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2
6220,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6220,0,2,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6220,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1
6220,2,0,3,10,0,0,0,0,0,0,0,0,0,0,1,1
6220,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6230,3,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6230,0,2,13,1,0,0,0,0,0,0,0,0,0,0,1,1
6230,1,1,4,2,0,0,0,0,0,0,0,0,0,0,1,1
6230,3,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1
6230,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6240,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6240,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6240,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6240,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1
6240,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6250,1,12,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6250,0,1,14,2,0,0,0,0,0,0,0,0,0,1,0,1
6250,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6250,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,1
6250,12,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6260,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6260,0,1,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6260,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6260,1,0,2,9,0,0,0,0,0,0,0,0,0,0,1,1
6260,12,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6270,2,12,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6270,0,1,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6270,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6270,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1
6270,13,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6280,4,13,0,1,0,0,11,0,0,0,0,0,0,1,0,2
6280,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6280,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6280,3,0,2,8,0,0,0,0,0,0,0,0,0,1,0,1
6280,14,6,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6290,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6290,0,1,13,2,0,0,0,0,0,0,0,0,0,1,0,1
6290,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6290,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1
6290,14,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6300,1,12,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6300,0,1,14,2,0,0,0,0,0,0,0,0,0,1,0,1
6300,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6300,2,0,1,9,0,0,0,0,0,0,0,0,0,1,0,1
6300,13,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6310,1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6310,0,1,14,4,0,0,0,0,0,0,0,0,0,0,1,1
6310,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6310,3,0,2,11,0,0,0,0,0,0,0,0,0,0,1,1
6310,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6320,3,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6320,0,1,10,2,0,0,0,0,0,0,0,0,0,0,1,1
6320,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1
6320,4,0,3,12,0,0,0,0,0,0,0,0,0,0,1,1
6320,14,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6330,2,14,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6330,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,1
6330,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1
6330,2,0,2,11,0,0,0,0,0,0,0,0,0,1,0,1
6330,14,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6340,3,14,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6340,0,1,13,3,0,0,0,0,0,0,0,0,0,1,0,1
6340,3,1,3,2,0,0,0,0,0,0,0,0,0,1,0,1
6340,1,0,3,13,0,0,0,0,0,0,0,0,0,1,0,1
6340,14,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6350,1,12,0,3,0,0,0,0,0,0,0,0,0,0,1,2
6350,0,1,14,3,0,0,0,0,0,0,0,0,0,0,1,1
6350,5,1,4,1,0,0,0,0,0,0,0,0,0,0,1,2
6350,1,0,4,14,0,0,0,0,0,0,0,0,0,0,1,1
6350,13,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6360,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6360,0,1,14,3,0,0,0,0,0,0,0,0,0,0,1,1
6360,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2
6360,2,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6360,13,6,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6370,2,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6370,0,2,13,1,0,0,0,0,0,0,0,0,0,0,1,1
6370,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2
6370,2,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1
6370,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6380,1,14,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6380,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6380,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1
6380,1,0,2,13,0,0,0,0,0,0,0,0,0,1,0,1
6380,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6390,1,12,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6390,0,2,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6390,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1
6390,1,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1
6390,12,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6400,1,12,0,3,0,0,0,0,0,0,0,0,0,0,1,2
6400,0,2,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6400,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6400,3,0,2,14,0,0,0,0,0,0,0,0,0,0,1,1
6400,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6410,1,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6410,0,2,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6410,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1
6410,4,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1
6410,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6420,3,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6420,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6420,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
6420,4,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6420,14,5,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6430,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6430,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6430,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
6430,2,0,3,14,0,0,0,0,0,0,0,0,0,1,0,1
6430,14,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6440,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6440,0,1,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6440,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1
6440,3,0,3,14,0,0,0,0,0,0,0,0,0,0,1,1
6440,12,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6450,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6450,0,2,13,2,0,0,0,0,0,0,0,0,0,0,1,1
6450,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6450,3,0,4,14,0,0,0,0,0,0,0,0,0,0,1,1
6450,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6460,3,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6460,0,2,12,1,0,0,0,0,0,0,0,0,0,0,1,1
6460,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
6460,5,0,1,11,0,0,0,0,0,0,0,0,0,0,1,1
6460,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6470,4,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6470,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6470,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6470,2,0,2,12,0,0,0,0,0,0,0,0,0,1,0,1
6470,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6480,1,13,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6480,0,2,14,3,0,0,0,0,0,0,0,0,0,1,0,1
6480,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1
6480,2,0,4,14,0,0,0,0,0,0,0,0,0,1,0,1
6480,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6490,1,13,0,2,0,0,0,0,0,0,0,0,0,0,1,2
6490,0,3,14,3,0,0,0,0,0,0,0,0,0,0,1,1
6490,1,4,1,1,0,0,0,0,1,0,0,0,0,0,1,1
6490,2,0,2,14,0,0,0,0,0,0,0,0,0,0,1,1
6490,12,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2
6500,1,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6500,0,3,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6500,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,2
6500,2,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6500,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6510,1,14,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6510,0,3,13,1,0,0,0,0,0,0,1,0,0,1,0,1
6510,1,4,2,2,0,1,0,0,0,0,0,0,0,1,0,2
6510,3,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6510,14,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6520,1,14,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6520,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6520,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1
6520,1,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6520,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6530,1,13,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6530,0,1,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6530,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1
6530,1,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1
6530,13,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6540,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6540,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6540,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
6540,1,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6540,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6550,2,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6550,0,1,12,2,0,0,0,0,0,0,0,0,0,0,1,1
6550,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
6550,1,0,1,13,0,0,0,0,0,0,0,0,0,0,1,1
6550,14,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6560,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6560,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,1
6560,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
6560,1,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6560,14,5,3,0,0,0,0,0,0,0,0,0,0,1,0,2
6570,2,13,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6570,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6570,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2
6570,1,0,2,13,0,0,0,0,0,0,0,0,0,1,0,1
6570,14,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2
6580,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6580,0,3,14,3,0,0,0,0,0,0,0,0,0,0,1,1
6580,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2
6580,2,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6580,13,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6590,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6590,0,3,13,4,0,0,0,0,0,0,0,0,0,0,1,1
6590,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1
6590,1,0,2,13,0,0,0,0,0,0,0,0,0,0,1,1
6590,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6600,4,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6600,0,3,10,3,0,0,0,0,0,0,0,0,0,0,1,1
6600,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2
6600,1,0,2,12,0,0,0,0,0,0,0,0,0,0,1,1
6600,14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6610,1,14,0,2,0,0,0,0,0,0,0,0,0,1,0,2
6610,0,1,12,2,0,0,0,0,0,0,0,0,0,1,0,1
6610,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1
6610,1,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6610,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6620,1,11,0,4,0,0,0,0,0,0,0,0,0,1,0,2
6620,0,1,14,5,0,0,0,0,0,0,0,0,0,1,0,1
6620,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2
6620,1,0,1,14,0,0,0,0,0,0,0,0,0,1,0,1
6620,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6630,2,12,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6630,0,3,14,3,0,0,0,0,0,0,0,0,0,0,1,1
6630,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
6630,1,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6630,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6640,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6640,0,4,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6640,4,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2
6640,3,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6640,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6650,2,14,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6650,0,3,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6650,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2
6650,2,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6650,13,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6660,1,12,0,5,0,0,0,0,0,0,0,0,0,1,0,2
6660,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6660,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1
6660,1,0,2,13,0,0,0,0,0,0,0,0,0,1,0,1
6660,11,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6670,1,9,0,6,0,0,0,0,0,0,0,0,0,0,1,2
6670,0,3,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6670,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1
6670,2,0,2,13,0,0,0,0,0,0,0,0,0,0,1,1
6670,11,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6680,3,12,0,5,0,0,0,0,0,0,0,0,0,0,1,2
6680,0,3,12,1,0,0,0,0,0,0,0,0,0,0,1,1
6680,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1
6680,2,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1
6680,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6690,2,14,0,2,0,0,0,0,0,0,0,0,0,0,1,2
6690,0,3,11,1,0,0,0,0,0,0,0,0,0,0,1,1
6690,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1
6690,4,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1
6690,14,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6700,3,14,0,3,0,0,0,0,0,0,0,0,0,1,0,2
6700,0,2,12,1,0,0,0,0,0,0,0,0,0,1,0,1
6700,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1
6700,2,0,1,11,0,0,0,0,0,0,0,0,0,1,0,1
6700,14,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2
6710,4,14,0,4,0,0,0,0,0,0,0,0,0,1,0,2
6710,0,2,14,1,0,0,0,0,0,0,0,0,0,1,0,1
6710,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1
6710,2,0,1,13,0,0,0,0,0,0,0,0,0,1,0,1
6710,14,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2
6720,1,13,0,4,0,0,0,0,0,0,0,0,0,0,1,2
6720,0,1,14,1,0,0,0,0,0,0,0,0,0,0,1,1
6720,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1
6720,1,0,5,13,0,0,0,0,0,0,0,0,0,0,1,1
6720,13,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2
6730,1,14,0,1,0,0,0,0,0,0,0,0,0,0,1,2
6730,0,2,14,2,0,0,0,0,0,0,0,0,0,0,1,1
6730,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1
6730,1,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1
6730,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2
6740,1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6740,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6740,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2
6740,1,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1
6740,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
6750,2,12,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6750,0,1,13,1,0,0,0,0,0,0,0,0,0,1,0,1
6750,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1
6750,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1
6750,14,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2
6760,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0,2
6760,0,1,14,2,0,0,0,0,0,0,0,0,0,1,0,1
6760,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2
