time_of_info,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y
12784,15,13,16,8,0,3,20,19,2,1,0,1,0,0,1,1
12785,0,1,16,19,14,3,5,4,2,1,1,0,0,0,1,0
12786,6,14,12,8,14,2,19,12,3,0,0,1,1,0,1,0
12787,18,14,11,13,1,7,1,1,0,0,1,1,1,0,1,0
12788,1,15,13,14,11,7,8,17,20,0,0,1,0,0,1,0
12789,10,1,13,6,2,13,19,12,2,0,0,0,0,0,1,0
12790,10,9,16,7,6,3,8,5,13,0,1,0,1,0,1,0
12791,2,15,20,13,13,15,7,7,8,1,0,1,1,0,1,0
12792,19,10,14,5,20,5,14,4,2,1,0,0,0,0,1,0
12793,5,3,11,15,19,2,19,8,9,1,0,0,1,0,1,0
12794,1,20,18,9,8,2,20,4,0,1,1,0,0,0,1,0
12795,6,1,20,15,0,6,11,20,11,1,1,1,0,0,1,1
12796,15,0,6,17,10,1,6,3,4,0,0,1,1,0,1,0
12797,7,16,5,3,3,18,20,3,11,0,1,0,1,0,1,0
12798,17,20,18,12,13,19,10,16,19,0,0,1,1,0,1,0
12799,7,3,14,20,0,20,11,15,15,0,1,1,0,0,1,1
12800,8,18,15,4,0,20,9,17,0,1,0,1,0,1,0,2
12801,4,18,17,9,5,18,11,15,11,0,1,1,1,0,1,0
12802,17,4,2,9,6,11,13,15,6,0,1,1,1,0,1,0
12803,12,10,9,16,13,1,3,8,18,0,1,1,1,0,1,0
12804,14,8,18,13,0,7,1,8,20,0,0,0,1,0,1,1
12805,12,1,12,1,11,0,19,9,13,1,1,0,1,0,1,0
12806,18,14,3,11,15,16,0,15,11,0,0,1,0,0,1,0
12807,11,19,17,16,19,13,8,17,16,0,0,0,0,0,1,0
12808,2,11,18,18,7,1,4,19,7,1,1,1,0,0,1,0
12809,17,9,12,18,18,15,10,15,3,0,1,0,0,0,1,0
12810,17,0,1,11,19,19,11,14,14,1,1,0,1,0,1,0
12811,3,1,10,16,18,17,19,4,6,0,1,0,0,0,1,0
12812,2,5,7,9,17,14,13,11,12,1,0,0,1,0,1,0
12813,16,17,0,15,4,15,13,13,18,0,0,0,0,0,1,0
12814,4,18,11,19,15,8,14,6,8,0,1,0,0,0,1,0
12815,11,5,9,6,0,0,0,3,17,0,1,0,0,0,1,1
12816,6,10,13,17,8,5,4,18,4,1,1,0,1,0,1,0
12817,7,14,6,19,6,17,5,14,9,0,0,1,1,0,1,0
12818,16,20,13,11,1,20,13,18,15,0,0,1,0,0,1,0
12819,8,19,0,1,0,20,17,19,3,0,1,0,0,0,1,1
12820,1,5,9,5,0,17,15,9,17,1,0,0,1,0,1,1
12821,6,7,9,0,20,5,19,8,15,1,1,0,1,0,1,0
12822,13,1,18,16,14,9,13,20,16,1,0,0,1,0,1,0
12823,7,1,10,1,15,19,16,6,17,0,1,1,1,0,1,0
12824,13,3,3,19,0,13,4,18,3,1,1,0,1,0,1,1
12825,19,3,9,19,7,19,4,11,13,0,0,0,0,0,1,0
12826,5,0,7,20,3,17,16,10,3,1,0,0,0,0,1,0
12827,4,2,11,13,11,15,0,5,20,0,0,0,0,0,1,0
12828,13,18,20,19,17,18,5,7,20,0,0,1,0,0,1,0
12829,5,16,10,8,9,16,4,1,13,0,0,1,0,0,1,0
12830,1,17,0,1,8,0,11,12,4,0,0,1,1,0,1,0
12831,1,12,2,20,4,4,20,4,17,1,1,0,1,0,1,0
12832,14,0,9,6,4,11,16,19,1,1,0,1,0,0,1,0
12833,7,11,11,15,8,2,4,0,1,0,1,0,0,0,1,0
12834,16,14,18,20,14,13,10,18,17,1,0,1,0,0,1,0
12835,1,3,11,15,0,5,14,14,15,0,0,0,0,0,1,1
12836,3,14,1,6,18,3,10,4,8,1,1,0,0,0,1,0
12837,16,3,12,13,0,0,5,1,5,0,0,1,0,0,1,2
12838,18,17,14,18,18,20,4,11,13,1,1,1,1,0,1,0
12839,19,7,20,2,0,2,7,20,18,0,1,0,0,0,1,1
12840,1,7,14,4,0,7,2,2,14,1,0,0,0,0,1,1
12841,16,12,20,1,20,5,11,3,17,0,0,1,1,0,1,0
12842,5,14,13,19,7,2,10,14,9,0,1,1,1,0,1,0
12843,6,1,3,15,19,14,20,12,19,0,1,1,1,0,1,0
12844,19,15,19,17,0,0,8,3,15,0,1,1,1,0,1,2
12845,12,20,7,19,20,18,12,20,17,1,1,0,0,0,1,0
12846,4,8,14,20,8,19,14,1,10,1,0,1,1,0,1,0
12847,14,16,20,13,10,5,1,16,0,1,0,0,1,0,1,0
12848,5,4,5,2,18,20,2,8,1,0,0,1,0,0,1,0
12849,5,16,17,12,13,20,4,7,17,0,0,1,1,0,1,0
12850,12,9,13,6,19,3,20,11,7,0,1,0,0,0,1,0
12851,1,7,7,4,0,2,16,15,10,1,1,1,0,0,1,1
12852,11,17,15,10,9,5,11,9,10,1,0,0,1,0,1,0
12853,2,7,17,8,3,2,17,11,18,0,0,0,0,0,1,0
12854,13,13,12,7,9,0,18,12,1,1,1,1,1,0,1,0
12855,14,7,2,3,0,14,1,12,19,0,1,0,1,0,1,1
12856,5,18,6,13,13,12,14,13,6,1,1,0,0,0,1,0
12857,17,4,19,18,6,19,13,16,8,0,1,1,0,0,1,0
12858,1,4,11,18,12,4,16,3,12,0,1,0,1,0,1,0
12859,17,15,1,11,0,0,4,20,8,0,1,1,0,0,1,1
12860,6,14,3,15,0,2,11,14,11,1,0,0,0,0,1,1
12861,15,1,15,3,4,16,10,8,0,0,0,1,1,0,1,0
12862,7,9,0,8,12,12,12,19,6,1,0,0,1,0,1,0
12863,10,17,4,7,15,19,16,1,19,0,0,0,0,0,1,0
12864,14,6,7,3,0,14,0,0,11,0,0,0,0,0,1,2
12865,11,4,0,18,8,4,2,4,3,1,1,1,0,0,1,0
12866,13,6,10,7,17,0,0,18,15,1,1,0,0,0,1,0
12867,6,4,9,11,16,14,13,15,20,1,0,0,0,0,1,0
12868,15,17,1,17,15,5,5,9,5,0,1,0,0,0,1,0
12869,6,11,20,12,7,12,11,2,0,1,0,0,1,0,1,0
12870,5,19,3,6,5,11,3,5,3,1,1,0,1,0,1,0
12871,17,15,2,9,15,8,10,18,18,0,1,1,0,0,1,0
12872,0,20,6,12,6,10,3,4,18,1,0,1,0,0,1,0
12873,14,6,8,2,14,15,2,2,13,0,0,1,0,0,1,0
12874,18,10,10,1,6,17,9,18,7,0,1,1,1,0,1,0
12875,19,15,10,11,0,13,16,20,15,1,1,0,0,0,1,1
12876,19,4,19,3,0,11,14,20,20,0,0,0,0,0,1,1
12877,20,0,1,13,11,4,13,16,19,0,0,1,0,0,1,0
12878,1,10,0,12,8,7,19,16,1,0,1,1,1,0,1,0
12879,2,3,18,15,0,16,12,19,2,0,0,0,1,0,1,2
12880,10,9,12,17,0,2,12,11,18,1,1,0,0,0,1,1
12881,17,1,6,8,13,9,1,1,4,0,0,1,1,0,1,0
12882,5,0,20,12,6,5,9,6,0,1,0,1,1,0,1,0
12883,0,8,4,13,5,0,16,5,4,1,1,0,1,0,1,0
12884,14,9,11,10,0,13,7,12,17,1,1,1,1,0,1,1
12885,16,3,20,18,13,13,9,13,17,1,1,0,1,0,1,0
12886,13,20,6,15,9,18,1,8,15,1,1,0,0,0,1,0
12887,1,16,14,3,5,0,1,12,17,0,1,1,0,0,1,0
12888,18,0,20,8,1,19,20,0,16,1,0,0,1,0,1,0
12889,6,17,19,10,1,2,4,20,18,0,1,0,1,0,1,0
12890,12,6,2,3,5,9,15,15,5,1,0,1,0,0,1,0
12891,3,9,2,13,10,10,3,12,7,0,1,0,1,0,1,0
12892,2,2,3,13,4,12,11,6,17,1,0,1,0,0,1,0
12893,14,5,2,4,6,12,19,3,5,1,0,0,0,0,1,0
12894,19,8,2,7,6,1,4,9,10,1,1,0,1,0,1,0
12895,17,9,14,13,0,5,20,18,9,0,0,0,1,0,1,2
12896,20,4,14,3,9,2,0,11,17,0,0,1,1,0,1,0
12897,16,12,0,18,16,12,1,6,14,0,0,1,1,0,1,0
12898,5,3,12,15,12,4,18,5,20,1,1,1,1,0,1,0
12899,14,6,9,14,0,10,7,14,20,1,0,1,1,0,1,2
12900,9,7,11,14,0,20,4,9,13,0,0,0,0,0,1,2
12901,18,14,13,12,0,16,16,14,11,0,0,0,1,0,1,2
12902,13,19,18,20,3,10,13,7,4,0,1,1,1,0,1,0
12903,5,18,5,13,11,16,20,4,1,0,0,1,1,0,1,0
12904,12,17,12,6,0,4,9,12,11,0,0,1,1,0,1,2
12905,2,8,8,20,1,18,17,9,9,0,1,0,1,0,1,0
12906,11,16,18,14,8,9,15,9,5,0,0,0,0,0,1,0
12907,13,19,16,19,6,20,0,10,8,1,0,1,0,0,1,0
12908,19,19,10,1,20,13,3,1,8,0,1,0,0,0,1,0
12909,16,8,5,4,12,11,3,2,15,1,1,0,1,0,1,0
12910,8,11,11,5,16,8,4,20,8,1,1,0,1,0,1,0
12911,0,2,11,19,20,2,6,13,2,1,0,1,1,0,1,0
12912,16,18,16,16,5,13,16,9,3,0,1,0,1,0,1,0
12913,12,3,7,12,12,4,6,18,5,0,0,0,1,0,1,0
12914,13,20,16,14,11,6,13,17,7,1,1,0,1,0,1,0
12915,9,19,19,11,0,15,16,12,7,0,1,1,0,0,1,2
12916,20,4,3,0,0,6,14,2,9,1,0,1,1,0,1,2
12917,2,7,9,20,2,8,14,13,0,1,0,1,0,0,1,0
12918,18,9,10,20,13,2,0,12,19,0,1,0,1,0,1,0
12919,15,1,17,9,0,11,6,5,2,1,1,0,1,0,1,1
12920,1,10,19,10,0,8,2,9,10,0,1,0,1,0,1,1
12921,2,6,10,2,15,3,2,4,7,0,0,0,0,0,1,0
12922,12,19,13,16,4,17,17,2,1,1,1,0,0,0,1,0
12923,20,1,3,11,5,9,11,5,12,1,0,0,1,0,1,0
12924,5,5,5,5,0,18,16,19,0,1,1,0,1,0,1,1
12925,18,14,13,2,15,12,14,3,17,1,1,0,1,0,1,0
12926,12,19,7,0,20,11,16,14,2,1,1,0,1,0,1,0
12927,10,14,16,20,14,9,2,1,20,0,0,0,0,0,1,0
12928,9,16,4,6,4,14,19,6,4,1,0,0,0,0,1,0
12929,0,0,0,19,20,5,4,14,14,0,1,0,1,0,1,0
12930,1,7,0,20,10,9,3,19,1,0,1,1,1,0,1,0
12931,7,9,8,13,18,19,19,9,16,1,0,0,0,0,1,0
12932,4,17,18,7,14,9,5,15,16,0,1,1,1,0,1,0
12933,6,12,18,0,9,17,1,10,13,0,0,0,1,0,1,0
12934,20,10,9,19,16,12,9,3,19,0,0,1,1,0,1,0
12935,16,1,3,12,0,19,16,18,14,1,0,0,0,0,1,1
12936,5,15,7,18,16,15,12,15,5,1,1,1,0,0,1,0
12937,5,10,10,2,10,4,1,4,3,0,1,1,0,0,1,0
12938,7,13,20,5,6,17,14,6,1,0,0,1,0,0,1,0
12939,0,9,14,2,0,1,16,7,1,0,0,1,1,0,1,2
12940,16,18,9,10,0,18,12,18,9,1,0,0,0,0,1,1
12941,16,8,1,15,16,17,8,6,17,0,0,0,1,0,1,0
12942,8,2,18,19,6,20,12,10,9,0,0,1,0,0,1,0
12943,1,6,5,19,3,13,5,18,2,0,1,1,1,0,1,0
12944,3,7,19,0,0,10,2,7,0,1,0,1,1,0,1,2
12945,13,15,20,2,5,7,1,3,15,0,1,0,1,0,1,0
12946,17,3,18,18,10,8,2,11,16,0,1,1,1,0,1,0
12947,6,12,16,4,10,3,6,10,7,1,1,1,1,0,1,0
12948,4,3,14,13,4,15,3,4,3,1,0,1,1,0,1,0
12949,19,12,9,9,4,18,5,20,5,0,1,0,0,0,1,0
12950,2,3,12,9,4,11,17,10,4,0,0,0,0,0,1,0
12951,14,19,13,4,5,5,10,9,0,0,0,1,0,0,1,0
12952,0,11,16,19,12,7,12,14,9,1,0,1,1,0,1,0
12953,4,14,6,19,16,10,5,14,9,1,1,1,1,0,1,0
12954,18,11,12,13,2,15,8,14,1,1,1,1,1,0,1,0
12955,18,5,10,13,0,3,14,18,14,0,1,0,0,0,1,1
12956,5,3,18,0,9,15,19,6,17,0,0,0,1,0,1,0
12957,2,16,19,6,16,2,5,15,10,1,1,1,1,0,1,0
12958,6,10,3,3,12,7,0,0,13,1,0,0,1,0,1,0
12959,18,15,15,19,0,16,13,2,9,1,0,0,0,0,1,2
12960,10,11,20,5,0,14,18,15,13,0,1,1,1,0,1,2
12961,3,3,6,10,17,12,12,3,17,1,0,0,1,0,1,0
12962,15,17,13,12,19,11,4,9,11,1,0,0,1,0,1,0
12963,10,2,14,19,16,11,19,7,3,0,1,0,1,0,1,0
12964,6,10,12,17,0,17,9,4,10,0,0,1,1,0,1,2
12965,1,17,6,16,8,17,13,18,17,0,1,0,1,0,1,0
12966,15,1,2,14,9,15,3,9,8,1,1,0,0,0,1,0
12967,5,20,3,3,15,1,11,1,16,1,1,0,0,0,1,0
12968,1,9,19,3,3,9,3,1,16,0,1,1,0,0,1,0
12969,15,8,13,20,1,3,4,3,17,1,0,0,0,0,1,0
12970,10,14,4,2,10,9,2,13,20,1,0,1,1,0,1,0
12971,16,14,15,5,1,11,15,17,17,0,0,0,1,0,1,0
12972,3,4,11,7,15,0,18,9,1,0,0,1,1,0,1,0
12973,19,20,3,15,1,16,0,12,7,1,0,0,0,0,1,0
12974,20,9,1,5,9,3,14,6,5,1,0,1,0,0,1,0
12975,7,16,13,7,0,2,2,14,1,1,0,1,1,0,1,2
12976,16,2,19,7,11,19,9,13,2,0,1,1,1,0,1,0
12977,6,17,20,0,0,15,1,3,8,1,1,1,1,0,1,1
12978,4,15,5,16,13,0,20,0,15,0,1,1,0,0,1,0
12979,0,18,0,7,0,16,11,16,2,1,1,1,1,0,1,1
12980,9,19,4,8,0,15,5,18,11,0,1,0,0,0,1,1
12981,2,9,20,4,5,14,0,15,6,0,0,1,0,0,1,0
12982,14,18,2,0,8,19,16,12,16,1,0,1,0,0,1,0
12983,18,2,19,12,8,3,12,6,20,0,0,0,0,0,1,0
12984,18,16,13,16,0,10,8,17,11,0,1,0,0,0,1,1
12985,15,4,2,10,16,5,0,2,17,0,0,1,1,0,1,0
12986,6,9,10,5,9,6,3,1,14,0,0,1,0,0,1,0
12987,17,5,0,16,6,5,20,19,13,1,1,1,1,0,1,0
12988,19,1,17,8,3,1,6,15,0,1,0,1,0,0,1,0
12989,18,17,3,19,1,17,17,4,8,1,1,0,1,0,1,0
12990,19,4,17,9,5,6,4,7,11,1,0,0,0,0,1,0
12991,14,9,3,6,10,18,0,0,3,0,1,0,0,0,1,0
12992,15,2,18,5,18,14,12,5,11,0,0,1,0,0,1,0
12993,8,6,3,13,11,2,19,2,2,1,0,1,0,0,1,0
12994,5,19,12,8,2,19,0,20,1,0,1,1,1,0,1,0
12995,13,11,2,0,0,3,2,12,17,1,1,0,1,0,1,1
12996,9,14,11,5,20,5,14,0,12,0,0,0,1,0,1,0
12997,7,14,11,0,4,5,5,19,13,0,0,0,0,0,1,0
12998,11,18,15,0,12,5,9,12,12,1,1,0,1,0,1,0
12999,6,17,20,9,0,10,1,7,18,0,0,1,1,0,1,2
13000,4,20,0,20,0,0,7,8,10,1,0,1,1,1,0,2
13001,18,2,9,16,20,20,13,15,10,0,1,0,1,0,1,0
13002,8,15,3,20,17,4,8,17,7,0,0,1,0,0,1,0
13003,18,9,15,18,11,2,2,13,17,1,1,0,1,0,1,0
13004,4,16,4,7,0,5,10,11,10,0,1,1,0,0,1,1
13005,5,15,17,1,3,3,19,3,10,1,1,1,1,0,1,0
13006,14,12,3,4,9,11,17,4,13,0,1,0,0,0,1,0
13007,19,11,20,11,8,15,12,3,15,1,0,0,0,0,1,0
13008,16,12,7,15,9,3,10,6,20,0,0,1,0,0,1,0
13009,15,4,20,1,18,13,19,9,1,1,0,0,0,0,1,0
13010,2,12,13,11,7,17,19,11,0,1,0,1,0,0,1,0
13011,2,8,12,6,4,0,5,6,16,1,1,1,0,0,1,0
13012,11,12,2,4,3,11,17,3,0,0,0,0,1,0,1,0
13013,7,4,5,6,17,18,14,17,7,1,0,1,0,0,1,0
13014,11,4,11,10,3,10,3,0,6,1,1,0,0,0,1,0
13015,10,6,2,9,0,10,11,9,17,1,1,0,0,0,1,1
13016,9,5,11,15,19,7,12,5,0,1,0,0,0,0,1,0
13017,16,2,20,15,8,12,6,13,11,0,0,0,1,0,1,0
13018,8,16,9,16,13,6,6,1,20,1,1,1,0,0,1,0
13019,19,0,0,15,0,4,17,4,9,0,1,0,1,0,1,2
13020,4,6,0,14,0,16,8,3,4,0,1,1,0,0,1,2
13021,17,7,2,10,18,19,14,14,9,0,1,0,1,0,1,0
13022,19,3,12,3,13,4,14,7,14,0,0,1,0,0,1,0
13023,7,20,1,5,7,6,17,0,7,1,1,0,1,0,1,0
13024,8,3,12,20,0,20,4,18,18,0,1,1,0,0,1,1
13025,2,20,7,19,2,5,5,14,20,0,1,1,1,0,1,0
13026,7,20,0,15,18,18,17,12,3,1,1,1,1,0,1,0
13027,6,20,13,17,7,15,15,4,7,1,1,0,1,0,1,0
13028,3,10,10,0,15,16,9,10,14,1,1,0,1,0,1,0
13029,17,11,12,12,5,9,13,18,9,1,1,0,0,0,1,0
13030,16,0,9,0,1,20,3,16,18,1,0,1,0,0,1,0
13031,6,0,2,3,13,1,4,14,7,0,0,1,1,0,1,0
13032,13,5,0,3,0,19,5,17,9,1,0,0,1,0,1,2
13033,4,6,0,8,5,0,18,16,19,1,0,0,1,0,1,0
13034,17,16,17,9,17,1,20,16,6,0,0,0,1,0,1,0
13035,8,13,9,12,0,18,4,11,3,0,0,0,0,0,1,2
13036,7,20,11,18,15,16,14,16,16,1,1,1,0,0,1,0
13037,1,12,11,4,6,13,3,12,14,0,0,0,1,0,1,0
13038,1,6,10,0,0,18,17,20,16,1,1,0,1,0,1,1
13039,14,15,10,9,0,10,4,15,8,1,0,1,1,0,1,2
13040,16,10,16,3,0,12,7,19,8,0,1,1,0,0,1,1
13041,5,4,3,15,10,20,20,17,2,1,1,0,1,0,1,0
13042,12,7,0,13,8,19,2,7,9,1,1,0,0,0,1,0
13043,2,18,11,11,20,12,17,13,19,0,1,1,0,0,1,0
13044,16,10,17,0,0,12,8,6,10,0,1,1,0,0,1,2
13045,15,20,13,5,1,5,14,14,9,1,0,0,1,0,1,0
13046,3,15,0,11,19,10,8,6,0,0,1,1,1,0,1,0
13047,0,7,19,10,18,5,13,9,2,1,0,0,1,0,1,0
13048,5,6,20,11,1,4,20,15,14,1,0,0,0,0,1,0
13049,12,10,2,1,0,10,19,10,20,0,1,1,0,0,1,2
13050,20,14,5,5,14,12,1,12,12,0,1,1,0,0,1,0
13051,10,4,10,18,5,15,17,14,16,1,0,0,1,0,1,0
13052,1,13,11,16,15,3,16,9,12,1,1,1,0,0,1,0
13053,12,20,15,17,5,12,1,7,18,0,1,0,0,0,1,0
13054,17,13,20,12,4,3,19,12,8,1,1,1,1,0,1,0
13055,18,7,5,8,0,14,9,1,10,0,1,1,1,0,1,2
13056,1,19,6,14,3,5,5,16,19,1,1,0,0,0,1,0
13057,10,4,11,8,18,10,20,20,5,0,0,0,0,0,1,0
13058,15,0,10,0,6,19,12,3,6,0,1,0,1,0,1,0
13059,2,18,16,4,0,0,4,16,11,1,1,0,0,0,1,1
13060,8,4,11,9,0,18,5,15,3,1,1,0,1,0,1,1
13061,3,16,14,13,18,3,15,1,9,0,0,0,0,0,1,0
13062,8,1,4,10,4,11,10,16,15,1,0,0,1,0,1,0
13063,2,5,3,20,0,14,0,17,2,0,0,0,0,0,1,1
13064,12,6,11,6,0,7,11,6,11,0,0,0,0,0,1,2
13065,18,1,10,5,3,16,16,16,18,1,0,0,0,0,1,0
13066,0,17,12,17,18,9,20,19,18,0,0,0,0,0,1,0
13067,13,19,6,13,8,9,4,1,3,0,1,0,0,0,1,0
13068,4,13,16,7,2,6,7,18,9,0,0,1,0,0,1,0
13069,16,8,7,15,10,20,9,0,2,1,0,1,0,0,1,0
13070,15,1,19,1,8,15,3,2,19,1,0,0,0,0,1,0
13071,1,20,1,11,0,20,9,2,19,1,0,0,1,0,1,2
13072,1,16,10,11,0,17,7,4,20,0,0,1,0,0,1,2
13073,10,0,20,5,5,11,12,20,8,1,1,0,1,0,1,0
13074,15,19,17,8,19,10,13,7,6,0,0,0,0,0,1,0
13075,6,10,13,18,0,11,10,16,6,1,0,1,1,0,1,2
13076,19,17,14,3,9,9,1,10,17,1,1,1,1,0,1,0
13077,17,9,3,20,14,9,3,17,3,1,0,1,0,0,1,0
13078,7,18,10,13,9,18,4,13,14,1,0,0,0,0,1,0
13079,1,5,20,12,0,10,17,8,16,0,0,0,1,0,1,2
13080,9,2,8,8,0,4,6,18,19,0,0,0,1,0,1,1
13081,7,18,11,9,17,16,5,19,0,1,1,0,0,0,1,0
13082,17,7,8,12,8,6,8,5,13,1,0,1,0,0,1,0
13083,13,5,7,3,2,2,6,3,12,0,1,0,0,0,1,0
13084,16,0,11,14,0,1,0,14,11,1,1,1,0,0,1,1
13085,17,11,17,0,3,18,2,16,16,1,1,1,1,0,1,0
13086,3,11,15,20,2,11,19,1,4,0,1,0,1,0,1,0
13087,18,13,17,6,8,11,14,1,15,1,1,1,1,0,1,0
13088,7,17,10,4,14,12,18,12,18,1,0,1,0,0,1,0
13089,18,12,3,10,2,11,9,3,16,0,0,1,0,0,1,0
13090,8,18,14,15,5,15,4,2,8,1,0,1,0,0,1,0
13091,13,10,19,5,9,5,2,18,7,1,1,0,0,0,1,0
13092,12,9,11,17,11,16,20,9,11,0,0,0,1,0,1,0
13093,11,14,5,8,11,12,1,10,15,1,1,0,1,0,1,0
13094,11,10,1,13,0,12,16,7,15,0,0,0,0,0,1,2
13095,6,3,17,11,0,9,13,0,10,1,0,0,0,0,1,1
13096,3,3,0,10,20,11,8,13,0,0,1,1,1,0,1,0
13097,1,15,13,16,14,10,19,4,19,0,0,0,1,0,1,0
13098,0,0,1,0,2,2,8,16,11,0,1,0,1,0,1,0
13099,19,19,15,12,0,0,11,4,14,1,0,0,0,0,1,1
13100,9,8,13,5,0,7,2,16,11,1,1,0,0,0,1,1
13101,0,1,4,15,19,8,5,6,0,0,1,0,1,0,1,0
13102,16,7,1,4,3,15,10,17,3,1,1,1,1,0,1,0
13103,8,0,17,1,1,11,17,19,2,0,1,0,0,0,1,0
13104,2,16,0,16,0,17,11,11,15,0,0,1,1,0,1,2
13105,14,3,18,14,20,0,5,13,19,1,1,0,1,0,1,0
13106,1,10,10,20,1,14,1,3,9,0,0,0,0,0,1,0
13107,14,4,12,12,14,17,13,9,13,1,0,1,1,0,1,0
13108,6,8,0,10,16,0,20,18,3,1,0,1,1,0,1,0
13109,2,18,2,14,16,11,11,8,2,0,1,1,0,0,1,0
13110,7,8,7,12,4,20,9,4,12,1,1,0,1,0,1,0
13111,4,14,5,2,2,19,4,13,4,0,1,1,1,0,1,0
13112,17,12,20,7,1,3,15,2,20,0,0,1,0,0,1,0
13113,12,19,16,8,1,20,4,2,14,0,0,1,0,0,1,0
13114,11,6,20,10,5,7,8,13,14,0,1,1,0,0,1,0
13115,7,8,17,19,0,4,14,3,20,1,0,0,1,0,1,1
13116,18,11,18,13,10,15,14,16,3,1,0,1,0,0,1,0
13117,16,1,18,19,17,19,3,3,4,0,0,1,1,0,1,0
13118,13,15,8,1,10,15,7,7,12,0,1,0,0,0,1,0
13119,6,5,6,10,0,10,5,20,12,0,1,1,0,0,1,1
13120,3,20,18,11,0,10,4,16,11,0,1,1,0,0,1,1
13121,0,18,20,9,12,17,15,6,9,0,0,0,1,0,1,0
13122,12,20,3,10,12,15,14,19,12,1,0,0,1,0,1,0
13123,15,4,14,0,1,0,18,17,7,0,0,0,1,0,1,0
13124,14,3,13,13,0,5,11,17,0,0,0,1,0,0,1,1
13125,17,0,18,0,20,12,13,10,4,1,1,1,1,0,1,0
13126,16,14,16,20,9,15,16,15,9,0,0,0,1,0,1,0
13127,19,10,2,20,18,1,1,16,1,0,1,0,1,0,1,0
13128,20,0,16,8,2,12,15,1,17,1,0,1,0,0,1,0
13129,2,10,4,8,7,15,0,11,11,0,0,0,0,0,1,0
13130,10,9,12,12,0,0,19,6,10,1,1,0,0,0,1,1
13131,7,15,18,18,16,17,20,9,11,0,1,1,1,0,1,0
13132,19,6,14,7,6,13,12,3,18,0,0,1,1,0,1,0
13133,17,0,19,18,18,9,13,20,15,0,0,1,1,0,1,0
13134,8,8,15,13,2,14,9,20,18,0,0,0,1,0,1,0
13135,0,17,8,11,0,14,8,11,20,0,1,1,1,0,1,2
13136,7,11,18,5,20,3,13,0,9,0,0,1,0,0,1,0
13137,17,17,16,10,1,20,12,17,2,0,0,1,0,0,1,0
13138,2,3,1,7,10,11,1,10,5,0,1,1,0,0,1,0
13139,15,12,19,20,0,14,1,20,4,0,0,1,0,0,1,1
13140,4,0,0,1,0,1,3,9,9,1,1,1,0,0,1,1
13141,17,20,1,8,20,10,7,13,2,0,0,1,1,0,1,0
13142,14,10,16,8,8,20,2,9,6,0,1,0,0,0,1,0
13143,2,14,2,0,2,19,16,11,7,1,0,1,1,0,1,0
13144,18,0,17,17,0,14,1,14,12,1,1,0,1,0,1,1
13145,0,18,7,4,18,10,16,8,12,1,1,0,1,0,1,0
13146,3,13,2,7,4,2,15,18,4,0,0,0,0,0,1,0
13147,7,17,20,1,15,10,6,9,19,1,0,1,0,0,1,0
13148,4,11,11,4,15,2,17,14,12,0,0,1,0,0,1,0
13149,12,6,8,1,17,4,15,5,0,0,1,1,1,0,1,0
13150,2,11,19,20,1,6,8,9,18,1,1,1,0,0,1,0
13151,17,19,8,11,2,14,2,1,14,1,1,0,0,0,1,0
13152,5,0,10,16,8,6,20,19,2,0,1,0,1,0,1,0
13153,20,4,18,2,10,3,9,14,18,0,0,0,0,0,1,0
13154,3,14,2,4,0,18,4,17,11,1,0,0,0,0,1,1
13155,17,17,8,4,0,6,9,1,3,1,1,0,1,0,1,1
13156,2,19,13,20,10,12,13,19,1,0,0,0,0,0,1,0
13157,12,19,14,0,15,12,9,2,15,1,1,0,1,0,1,0
13158,3,16,18,2,19,8,20,13,6,1,1,1,0,0,1,0
13159,11,19,11,4,0,14,12,14,11,1,1,0,0,0,1,1
13160,15,3,0,19,0,0,10,18,0,0,0,1,0,0,1,1
13161,15,15,17,15,5,4,10,18,19,0,0,1,1,0,1,0
13162,16,1,12,13,7,12,16,5,0,0,1,0,0,0,1,0
13163,5,13,5,15,19,11,14,16,8,0,1,1,1,0,1,0
13164,0,8,12,0,0,20,2,20,4,0,0,1,1,0,1,2
13165,17,6,9,0,13,17,0,3,14,0,1,1,0,0,1,0
13166,18,8,1,11,2,6,19,3,5,0,1,0,1,0,1,0
13167,13,3,10,11,8,10,17,19,19,1,0,1,0,0,1,0
13168,10,17,7,3,6,14,20,18,14,0,1,0,0,0,1,0
13169,2,0,19,1,20,10,15,15,8,1,1,1,1,0,1,0
13170,7,6,5,13,1,16,17,15,18,1,1,0,0,0,1,0
13171,7,13,15,12,1,19,1,12,17,1,0,1,1,0,1,0
13172,7,13,13,18,15,15,19,16,15,1,1,0,0,0,1,0
13173,14,14,10,10,1,0,5,14,14,1,1,1,1,0,1,0
13174,17,14,18,14,6,2,15,16,16,0,1,0,0,0,1,0
13175,5,4,0,19,0,12,4,1,9,1,0,1,1,0,1,2
13176,16,4,1,12,9,10,9,3,18,0,0,1,1,0,1,0
13177,6,8,13,3,7,2,12,19,19,1,1,1,0,0,1,0
13178,4,5,11,12,17,10,1,9,4,1,0,0,1,0,1,0
13179,9,4,18,17,0,14,5,0,19,1,0,1,1,0,1,2
