time_of_info,tls_id,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y,jams_count,jams_time,jams_car_count
15,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,A1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,B1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,B2,2,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,C1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
45,A1,3,3,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
45,B0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,B1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
45,B2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,C1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60,A1,2,6,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
60,B0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60,B1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,7,2
60,B2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,C1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,A1,2,5,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,B0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,B1,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,7,2
75,B2,2,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
75,C1,6,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,A1,1,4,0,10,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,B0,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90,B1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,7,2
90,B2,2,0,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90,C1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
105,A1,3,6,0,12,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,B1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,7,2
105,B2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,C1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,A1,3,2,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
120,B0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B1,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,2,2,9,3
120,B2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,C1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,A1,2,6,0,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
135,B0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,3,10,4
135,B2,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
135,C1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2
150,A1,1,5,0,11,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B0,0,8,1,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B1,3,4,2,3,0,0,0,0,0,0,0,0,0,1,0,2,3,10,4
150,B2,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
150,C1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,2
165,A1,2,3,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,B0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
165,B1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,4,15,8
165,B2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,C1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,10,4
180,A1,1,4,0,10,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,B0,0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
180,B1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,4,15,8
180,B2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
180,C1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,4
195,A1,1,3,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,B0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1
195,B1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,4,15,8
195,B2,5,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,C1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,4
210,A1,2,3,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
210,B0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1
210,B1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,4,15,8
210,B2,5,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,C1,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,10,4
225,A1,4,4,0,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,B0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1
225,B1,1,1,1,3,0,0,0,0,2,0,0,0,0,0,1,1,5,35,8
225,B2,4,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
225,C1,2,2,4,0,0,0,0,0,0,0,0,1,0,1,0,2,2,10,4
240,A1,2,4,0,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
