time_of_info,tls_id,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y,jams_count,jams_time,jams_car_count
15,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,A1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,B1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B2,2,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
30,C1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
45,A1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
45,B0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,B1,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45,B2,3,0,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,C1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
60,A1,1,5,0,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
60,B0,0,8,7,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,B1,3,5,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60,B2,6,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,C1,6,3,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,A1,2,7,0,11,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
75,B0,0,11,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,B1,3,6,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,B2,8,0,3,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
75,C1,10,3,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,A1,1,11,0,14,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,B0,0,14,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90,B1,2,7,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90,B2,9,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
90,C1,11,2,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,A1,2,10,0,16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B0,0,15,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,B1,3,8,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
105,B2,11,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
105,C1,13,2,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,A1,3,10,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,B0,0,15,10,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B1,4,6,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,B2,12,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,C1,14,4,13,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
135,A1,3,12,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
135,B0,0,18,10,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B1,2,4,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B2,13,0,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,C1,14,1,16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,A1,1,10,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B0,0,19,11,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
150,B1,3,6,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B2,13,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
150,C1,15,1,17,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,A1,2,9,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,B0,0,20,12,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,B1,3,6,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,B2,15,0,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
165,C1,17,2,19,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,A1,2,9,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,B0,0,20,11,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
180,B1,4,7,3,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,B2,15,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
180,C1,19,1,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
195,A1,2,5,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
195,B0,0,20,12,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
195,B1,3,6,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
195,B2,12,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
195,C1,18,1,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
210,A1,2,6,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
210,B0,0,20,11,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,B1,3,5,4,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
210,B2,14,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
210,C1,17,2,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,A1,2,7,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,B0,0,20,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
225,B1,5,5,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
225,B2,11,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
225,C1,15,1,20,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
240,A1,1,5,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
