time_of_info,tls_id,count_to_r,count_to_l,count_to_b,count_to_t,count_stuck_middle,count_stuck_to_r,count_stuck_to_l,count_stuck_to_b,count_stuck_to_t,is_jam_next_l,is_jam_next_r,is_jam_next_t,is_jam_next_b,is_green_horizontal,is_green_vertical,y,jams_count,jams_time,jams_car_count
15,A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15,B0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
15,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,A1,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,B1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
30,B2,2,0,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30,C1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
45,A1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,B0,0,3,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,B1,3,1,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,B2,4,0,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,C1,3,3,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
60,A1,3,5,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
60,B0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,B1,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
60,B2,7,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,C1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
75,A1,8,11,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
75,B0,0,8,10,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,B1,6,7,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
75,B2,11,0,3,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
75,C1,10,5,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
90,A1,5,16,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,B0,0,8,13,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90,B1,6,7,6,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
90,B2,7,0,3,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
90,C1,15,4,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,A1,5,18,0,11,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B0,0,4,17,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
105,B1,4,11,7,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
105,B2,4,0,9,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
105,C1,18,4,10,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
120,A1,8,20,0,13,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
120,B0,0,7,19,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B1,3,8,11,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,B2,7,0,9,19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
120,C1,18,6,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
135,A1,12,20,0,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
135,B0,0,7,20,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B1,6,11,9,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,B2,12,0,10,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,C1,20,10,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
150,A1,15,18,0,12,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B0,0,6,20,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
150,B1,10,12,5,11,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
150,B2,12,0,12,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
150,C1,20,11,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,A1,12,18,0,16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,B0,0,3,20,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165,B1,15,9,5,12,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
165,B2,8,0,16,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
165,C1,20,11,9,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
180,A1,13,20,0,19,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
